total_steps,episode,episode_steps,episode_reward,episode_time,win,repeated,intrinsic_reward,loss,epsilon
23,1,23,2.65,1.7340219020843506,False,0,0.0,,
55,2,32,5.33,2.1346960067749023,False,1,0.0,0.0485585518181324,0.99946054
86,3,31,4.09,2.3712213039398193,False,1,0.0,0.04889095202088356,0.99915085
116,4,30,6.000000000000001,1.9040429592132568,True,2,0.0,0.06073469668626785,0.99885115
148,5,32,3.54,2.0662331581115723,False,2,0.0,0.029715050011873245,0.99853147
183,6,35,5.640000000000001,2.913167953491211,False,2,0.0,0.041346292942762375,0.99818182
226,7,43,3.4699999999999998,3.5990405082702637,False,3,0.0,0.03246762230992317,0.99775225
260,8,34,3.280000000000001,2.6190147399902344,False,3,0.0,0.01132941897958517,0.99741259
315,9,55,1.6999999999999997,5.214897871017456,False,3,0.0,0.013549109920859337,0.99686314
356,10,41,1.0600000000000005,3.852857828140259,False,3,0.0,0.020192530006170273,0.99645355
381,11,25,4.0,1.8353040218353271,False,3,0.0,0.027881614863872528,0.9962038
407,12,26,6.000000000000001,2.122776746749878,True,3,0.0,0.03251317888498306,0.99594406
422,13,15,1.7799999999999998,0.8125863075256348,False,4,0.0,0.005917715840041637,0.99579421
466,14,44,2.0,4.1624603271484375,False,4,0.0,0.02021241933107376,0.99535465
505,15,39,3.77,2.8598740100860596,False,4,0.0,0.028412725776433945,0.99496504
528,16,23,3.99,1.4749958515167236,False,4,0.0,0.029146987944841385,0.99473527
564,17,36,5.440000000000001,2.787230968475342,False,4,0.0,0.02997756376862526,0.99437563
612,18,48,4.359999999999999,4.31279182434082,False,4,0.0,0.02605847455561161,0.99389611
661,19,49,4.95,4.304046154022217,False,4,0.0,0.03851887583732605,0.9934066
695,20,34,4.000000000000001,2.988847494125366,False,4,0.0,0.03208228200674057,0.99306694
736,21,41,4.0,3.544178009033203,False,4,0.0,0.03354351595044136,0.99265735
763,22,27,6.0,1.8293111324310303,True,4,0.0,0.015182933770120144,0.99238762
786,23,23,2.9999999999999996,1.375685691833496,False,4,0.0,0.015704872086644173,0.99215785
818,24,32,5.6099999999999985,2.2182722091674805,False,4,0.0,0.018389150500297546,0.99183817
839,25,21,2.0,1.5833210945129395,False,4,0.0,0.038111887872219086,0.99162838
857,26,18,2.0,1.2229833602905273,False,4,0.0,0.021448815241456032,0.99144856
902,27,45,3.29,3.8082056045532227,False,4,0.0,0.026653237640857697,0.99099901
937,28,35,3.2299999999999995,2.852762222290039,False,4,0.0,0.01678387075662613,0.99064936
1045,29,108,2.9999999999999996,20.2841796875,False,4,0.0,0.07867893576622009,0.98957044
1076,30,31,3.9999999999999996,2.470702886581421,False,4,0.0,0.03913341835141182,0.98926075
1116,31,40,3.21,5.080701589584351,False,4,0.0,0.04232868179678917,0.98886115
1141,32,25,2.25,1.6326828002929688,False,4,0.0,0.04580257460474968,0.9886114
1191,33,50,5.0,4.343202829360962,False,4,0.0,0.042326103895902634,0.9881119
1220,34,29,1.7600000000000002,1.693701982498169,False,4,0.0,0.01728113181889057,0.98782219
1255,35,35,4.0,2.8893325328826904,False,4,0.0,0.02979881316423416,0.98747254
1288,36,33,2.79,2.3449976444244385,False,4,0.0,0.038071826100349426,0.98714287
1322,37,34,5.4399999999999995,2.640822172164917,False,4,0.0,0.02182786725461483,0.98680321
1351,38,29,4.0,2.0324621200561523,False,4,0.0,0.03638645261526108,0.9865135
1403,39,52,6.0,4.98218035697937,True,4,0.0,0.038495659828186035,0.98599402
1441,40,38,4.84,2.7149927616119385,False,4,0.0,0.06333466619253159,0.9856144
1477,41,36,5.999999999999999,2.893543004989624,True,4,0.0,0.02348349802196026,0.98525476
1516,42,39,6.0,3.182094097137451,True,4,0.0,0.02546868845820427,0.98486515
1572,43,56,4.73,5.865121603012085,False,4,0.0,0.03524728864431381,0.98430571
1597,44,25,1.98,1.4299991130828857,False,4,0.0,0.0703866109251976,0.98405596
1645,45,48,5.999999999999998,4.28402304649353,True,4,0.0,0.06359837204217911,0.98357644
1673,46,28,5.7,1.5730617046356201,False,4,0.0,0.0218217633664608,0.98329672
1704,47,31,2.6699999999999995,1.8339104652404785,False,4,0.0,0.02469296008348465,0.98298703
1735,48,31,4.65,2.218334913253784,False,4,0.0,0.027598079293966293,0.98267734
1761,49,26,3.02,1.8551864624023438,False,4,0.0,0.014279798604547977,0.9824176
1800,50,39,6.000000000000001,2.9337315559387207,True,4,0.0,0.0867048054933548,0.98202799
1839,51,39,4.0,3.857365846633911,False,4,0.0,0.04681408777832985,0.98163838
1884,52,45,5.870000000000001,4.442706346511841,False,4,0.0,0.03591751307249069,0.98118883
1932,53,48,5.53,4.662820816040039,False,4,0.0,0.019862903282046318,0.98070931
1962,54,30,5.449999999999999,2.545461654663086,False,4,0.0,0.0500006303191185,0.98040961
2001,55,39,4.120000000000001,3.05161190032959,False,4,0.0,0.12275830656290054,0.98002
2025,56,24,1.9700000000000002,1.5473082065582275,False,4,0.0,0.1330394148826599,0.97978024
2082,57,57,4.669999999999999,6.217219352722168,False,4,0.0,0.016263365745544434,0.97921081
2113,58,31,5.999999999999998,2.2987494468688965,True,4,0.0,0.04094821214675903,0.97890112
2145,59,32,5.16,2.530578374862671,False,4,0.0,0.053840991109609604,0.97858144
2163,60,18,3.46,0.8466856479644775,False,4,0.0,0.015587219968438148,0.97840162
2206,61,43,3.6499999999999995,3.712367057800293,False,4,0.0,0.03897090628743172,0.97797205
2231,62,25,3.7600000000000002,1.6983819007873535,False,4,0.0,0.043522611260414124,0.9777223
2247,63,16,2.25,0.7139737606048584,False,4,0.0,0.02951989509165287,0.97756246
2279,64,32,3.0,2.3184638023376465,False,4,0.0,0.03987451642751694,0.97724278
2311,65,32,4.79,2.322180986404419,False,4,0.0,0.045283012092113495,0.9769231
2353,66,42,5.629999999999999,3.0353126525878906,False,4,0.0,0.01655682921409607,0.97650352
2381,67,28,4.0,2.0738086700439453,False,4,0.0,0.03163093328475952,0.9762238
2411,68,30,4.27,2.1091878414154053,False,4,0.0,0.03567114472389221,0.9759241
2431,69,20,2.4,0.961005687713623,False,4,0.0,0.03003557398915291,0.9757243
2475,70,44,5.0,4.174889087677002,False,4,0.0,0.03783139958977699,0.97528474
2511,71,36,2.0,2.672563076019287,False,4,0.0,0.015632154420018196,0.9749251
2544,72,33,4.99,2.5700886249542236,False,4,0.0,0.03424198925495148,0.97459543
2575,73,31,2.7700000000000005,1.9205749034881592,False,4,0.0,0.08361197263002396,0.97428574
2601,74,26,3.7600000000000002,1.9493601322174072,False,4,0.0,0.02585529163479805,0.9740260000000001
2634,75,33,4.42,2.301788568496704,False,4,0.0,0.03383643180131912,0.97369633
2675,76,41,2.4099999999999993,3.2968246936798096,False,4,0.0,0.049902889877557755,0.97328674
2715,77,40,4.0,3.013228178024292,False,4,0.0,0.04442176595330238,0.97288714
2740,78,25,2.42,1.4326708316802979,False,4,0.0,0.018938835710287094,0.97263739
2776,79,36,2.1400000000000006,3.396777629852295,False,4,0.0,0.029094716534018517,0.97227775
2833,80,57,5.369999999999998,6.912537336349487,False,4,0.0,0.021959509700536728,0.97170832
2868,81,35,5.2,3.1292290687561035,False,4,0.0,0.06226411461830139,0.97135867
2894,82,26,2.0599999999999996,2.1364657878875732,False,4,0.0,0.053132932633161545,0.97109893
2925,83,31,3.44,3.272599935531616,False,4,0.0,0.015127727761864662,0.97078924
2968,84,43,3.9299999999999997,3.459449529647827,False,4,0.0,0.04651464521884918,0.97035967
2998,85,30,3.36,2.2897279262542725,False,4,0.0,0.05403773486614227,0.97005997
3021,86,23,1.43,1.7251098155975342,False,4,0.0,0.04146713763475418,0.9698302
3042,87,21,1.8000000000000003,2.600538492202759,False,4,0.0,0.07071701437234879,0.96962041
3078,88,36,5.51,3.847403049468994,False,4,0.0,0.07951723039150238,0.96926077
3113,89,35,3.769999999999999,3.061218023300171,False,4,0.0,0.07738547772169113,0.96891112
3171,90,58,3.620000000000001,6.171066045761108,False,4,0.0,0.06777137517929077,0.9683317
