total_steps,episode,episode_steps,episode_reward,episode_time,win,logs,repeated,loss,epsilon,intrinsic_reward
32,1,32,9.32003300130406,2.6882073879241943,False,"[{'state': array([ 0., 45., 40.,  0.])}, {'state': array([100,  80,   0,   0])}, {'state': array([120., 100., 120.,  65.]), 'action': {'chosen_action': 0, 'true_action': 6}, 'reward': {'reward': 0.5370495669980352, 'raw_damage': 120}}, {'state': array([120., 100., 120.,  65.]), 'action': {'chosen_action': 3, 'true_action': 9}, 'reward': {'reward': 0.3140209253469976, 'raw_damage': 65.0}}, {'state': array([120., 100., 120.,  65.]), 'action': {'chosen_action': 0, 'true_action': 6}, 'reward': {'reward': 0.5370495669980352, 'raw_damage': 120}}, {'state': array([ 30., 200., 240., 260.]), 'action': {'chosen_action': 0, 'true_action': 6}, 'reward': {'reward': 0.14888503362331795, 'raw_damage': 30.0}}, {'state': array([ 30., 200., 240., 260.]), 'action': {'chosen_action': 0, 'true_action': 6}, 'reward': {'reward': 0.14888503362331795, 'raw_damage': 30.0}}, {'state': array([ 90,  70, 120,  90]), 'action': {'chosen_action': 0, 'true_action': 6}, 'reward': {'reward': 0.4218990052500079, 'raw_damage': 90}}, {'state': array([ 90,  70, 120,  90]), 'action': {'chosen_action': 2, 'true_action': 8}, 'reward': {'reward': 0.5370495669980352, 'raw_damage': 120}}, {'state': array([ 90,  70, 120,  90]), 'action': {'chosen_action': 1, 'true_action': 7}, 'reward': {'reward': 0.3363755443363322, 'raw_damage': 70}}, {'state': array([  0., 190.,   0.,  45.]), 'action': {'chosen_action': 3, 'true_action': 9}, 'reward': {'reward': 0.22127846789844396, 'raw_damage': 45.0}}, {'state': array([  0., 190.,   0.,  45.]), 'action': {'chosen_action': 1, 'true_action': 7}, 'reward': {'reward': 0.7397830512740042, 'raw_damage': 190}}, {'state': array([ 0, 95,  0, 90]), 'action': {'chosen_action': 1, 'true_action': 7}, 'reward': {'reward': 0.44223035604572614, 'raw_damage': 95}}, {'state': array([ 0, 95,  0, 90]), 'action': {'chosen_action': 0, 'true_action': 6}, 'reward': {'reward': 0.0, 'raw_damage': 0}}, {'state': array([120, 130,   0, 100]), 'action': {'chosen_action': 3, 'true_action': 9}, 'reward': {'reward': 0.46211715726000974, 'raw_damage': 100}}, {'state': array([120, 130,   0, 100]), 'action': {'chosen_action': 0, 'true_action': 6}, 'reward': {'reward': 0.5370495669980352, 'raw_damage': 120}}, {'state': array([120, 130,   0, 100]), 'action': {'chosen_action': 1, 'true_action': 7}, 'reward': {'reward': 0.5716699660851172, 'raw_damage': 130}}, {'state': array([  0, 120,   0, 150]), 'action': {'chosen_action': 1, 'true_action': 7}, 'reward': {'reward': 0.5370495669980352, 'raw_damage': 120}}, {'state': array([  0, 120,   0, 150]), 'action': {'chosen_action': 1, 'true_action': 7}, 'reward': {'reward': 0.5370495669980352, 'raw_damage': 120}}, {'state': array([  0, 120,   0, 150]), 'action': {'chosen_action': 0, 'true_action': 6}, 'reward': {'reward': 0.0, 'raw_damage': 0}}, {'state': array([  0, 120,   0, 150]), 'action': {'chosen_action': 2, 'true_action': 8}, 'reward': {'reward': 0.0, 'raw_damage': 0}}, {'state': array([  0, 120,   0, 150]), 'action': {'chosen_action': 2, 'true_action': 8}, 'reward': {'reward': 0.0, 'raw_damage': 0}}, {'state': array([  0, 120,   0, 150]), 'action': {'chosen_action': 0, 'true_action': 6}, 'reward': {'reward': 0.0, 'raw_damage': 0}}, {'state': array([  0, 120,   0, 150]), 'action': {'chosen_action': 1, 'true_action': 7}, 'reward': {'reward': 0.5370495669980352, 'raw_damage': 120}}, {'state': array([  0, 120,   0, 150]), 'action': {'chosen_action': 0, 'true_action': 6}, 'reward': {'reward': 0.0, 'raw_damage': 0}}, {'state': array([ 50. , 120. ,   0. ,  37.5]), 'action': {'chosen_action': 0, 'true_action': 6}, 'reward': {'reward': 0.24491866240370913, 'raw_damage': 50}}, {'state': array([ 50. , 120. ,   0. ,  37.5]), 'action': {'chosen_action': 3, 'true_action': 9}, 'reward': {'reward': 0.1853331999081395, 'raw_damage': 37.5}}, {'state': array([ 50. , 120. ,   0. ,  37.5]), 'action': {'chosen_action': 1, 'true_action': 7}, 'reward': {'reward': 0.5370495669980352, 'raw_damage': 120}}, {'state': array([ 50. , 120. ,   0. ,  37.5]), 'action': {'chosen_action': 1, 'true_action': 7}, 'reward': {'reward': 0.5370495669980352, 'raw_damage': 120}}, {'state': array([ 50. , 120. ,   0. ,  37.5]), 'action': {'chosen_action': 2, 'true_action': 8}, 'reward': {'reward': 0.0, 'raw_damage': 0.0}}, {'state': array([12.5, 40. ,  0. , 25. ]), 'action': {'chosen_action': 0, 'true_action': 6}, 'reward': {'reward': 0.062418746747512514, 'raw_damage': 12.5}}, {'state': array([12.5, 40. ,  0. , 25. ]), 'action': {'chosen_action': 3, 'true_action': 9}, 'reward': {'reward': 0.12435300177159621, 'raw_damage': 25}}, {'state': array([12.5, 40. ,  0. , 25. ]), 'action': {'chosen_action': 0, 'true_action': 6}, 'reward': {'reward': 0.062418746747512514, 'raw_damage': 12.5}}, {'state': array([25, 20,  0, 25]), 'action': {'chosen_action': 2, 'true_action': 8}, 'reward': {'reward': 0.0, 'raw_damage': 0}}, {'state': array([25, 20,  0, 25])}]",0,4.879563808441162,0.0,0.0
66,2,34,6.3256046406956346,2.829206943511963,False,"[{'state': array([ 45. ,  47.5, 110. ,  60. ]), 'action': {'chosen_action': 1, 'true_action': 7}, 'reward': {'reward': 0.23313300904263856, 'raw_damage': 47.5}}, {'state': array([ 45. ,  47.5, 110. ,  60. ]), 'action': {'chosen_action': 3, 'true_action': 9}, 'reward': {'reward': 0.2913126124515909, 'raw_damage': 60}}, {'state': array([ 45. ,  47.5, 110. ,  60. ]), 'action': {'chosen_action': 0, 'true_action': 6}, 'reward': {'reward': 0.22127846789844396, 'raw_damage': 45.0}}, {'state': array([ 45. ,  47.5, 110. ,  60. ]), 'action': {'chosen_action': 0, 'true_action': 6}, 'reward': {'reward': 0.22127846789844396, 'raw_damage': 45.0}}, {'state': array([200. ,  32.5,   0. ,   0. ]), 'action': {'chosen_action': 2, 'true_action': 8}, 'reward': {'reward': 0.0, 'raw_damage': 0.0}}, {'state': array([200. ,  32.5,   0. ,   0. ]), 'action': {'chosen_action': 2, 'true_action': 8}, 'reward': {'reward': 0.0, 'raw_damage': 0.0}}, {'state': array([200. ,  32.5,   0. ,   0. ]), 'action': {'chosen_action': 0, 'true_action': 6}, 'reward': {'reward': 0.7615941559557649, 'raw_damage': 200}}, {'state': array([200. ,  32.5,   0. ,   0. ]), 'action': {'chosen_action': 2, 'true_action': 8}, 'reward': {'reward': 0.0, 'raw_damage': 0.0}}, {'state': array([  0. ,  32.5,   0. , 120. ]), 'action': {'chosen_action': 1, 'true_action': 7}, 'reward': {'reward': 0.1610846096413192, 'raw_damage': 32.5}}, {'state': array([  0. ,  32.5,   0. , 120. ]), 'action': {'chosen_action': 1, 'true_action': 7}, 'reward': {'reward': 0.1610846096413192, 'raw_damage': 32.5}}, {'state': array([  0. ,  32.5,   0. , 120. ]), 'action': {'chosen_action': 1, 'true_action': 7}, 'reward': {'reward': 0.1610846096413192, 'raw_damage': 32.5}}, {'state': array([ 0., 40.,  0., 80.]), 'action': {'chosen_action': 2, 'true_action': 8}, 'reward': {'reward': 0.0, 'raw_damage': 0.0}}, {'state': array([ 0., 40.,  0., 80.]), 'action': {'chosen_action': 2, 'true_action': 8}, 'reward': {'reward': 0.0, 'raw_damage': 0.0}}, {'state': array([ 0., 40.,  0., 80.]), 'action': {'chosen_action': 2, 'true_action': 8}, 'reward': {'reward': 0.0, 'raw_damage': 0.0}}, {'state': array([80., 55., 20.,  0.]), 'action': {'chosen_action': 2, 'true_action': 8}, 'reward': {'reward': 0.09966799462495582, 'raw_damage': 20.0}}, {'state': array([80., 55., 20.,  0.]), 'action': {'chosen_action': 0, 'true_action': 6}, 'reward': {'reward': 0.3799489622552249, 'raw_damage': 80.0}}, {'state': array([80., 55., 20.,  0.]), 'action': {'chosen_action': 2, 'true_action': 8}, 'reward': {'reward': 0.09966799462495582, 'raw_damage': 20.0}}, {'state': array([80., 55., 20.,  0.]), 'action': {'chosen_action': 1, 'true_action': 7}, 'reward': {'reward': 0.2682711820216014, 'raw_damage': 55.0}}, {'state': array([80., 55., 20.,  0.]), 'action': {'chosen_action': 0, 'true_action': 6}, 'reward': {'reward': 0.3799489622552249, 'raw_damage': 80.0}}, {'state': array([75., 40.,  0.,  0.]), 'action': {'chosen_action': 3, 'true_action': 9}, 'reward': {'reward': 0.0, 'raw_damage': 0.0}}, {'state': array([75., 40.,  0.,  0.]), 'action': {'chosen_action': 3, 'true_action': 9}, 'reward': {'reward': 0.0, 'raw_damage': 0.0}}, {'state': array([75., 40.,  0.,  0.]), 'action': {'chosen_action': 2, 'true_action': 8}, 'reward': {'reward': 0.0, 'raw_damage': 0}}, {'state': array([75., 40.,  0.,  0.]), 'action': {'chosen_action': 0, 'true_action': 6}, 'reward': {'reward': 0.35835739835078595, 'raw_damage': 75}}, {'state': array([ 37.5, 160. ,   0. ,   0. ]), 'action': {'chosen_action': 0, 'true_action': 6}, 'reward': {'reward': 0.1853331999081395, 'raw_damage': 37.5}}, {'state': array([ 37.5, 160. ,   0. ,   0. ]), 'action': {'chosen_action': 1, 'true_action': 7}, 'reward': {'reward': 0.664036770267849, 'raw_damage': 160}}, {'state': array([ 37.5, 160. ,   0. ,   0. ]), 'action': {'chosen_action': 1, 'true_action': 7}, 'reward': {'reward': 0.664036770267849, 'raw_damage': 160}}, {'state': array([ 37.5, 160. ,   0. ,   0. ]), 'action': {'chosen_action': 2, 'true_action': 8}, 'reward': {'reward': 0.0, 'raw_damage': 0.0}}, {'state': array([75., 80.,  0.,  0.]), 'action': {'chosen_action': 2, 'true_action': 8}, 'reward': {'reward': 0.0, 'raw_damage': 0}}, {'state': array([75., 80.,  0.,  0.]), 'action': {'chosen_action': 0, 'true_action': 6}, 'reward': {'reward': 0.35835739835078595, 'raw_damage': 75}}, {'state': array([75., 80.,  0.,  0.]), 'action': {'chosen_action': 0, 'true_action': 6}, 'reward': {'reward': 0.35835739835078595, 'raw_damage': 75}}, {'state': array([30.,  0., 40.,  0.]), 'action': {'chosen_action': 0, 'true_action': 6}, 'reward': {'reward': 0.14888503362331795, 'raw_damage': 30.0}}, {'state': array([30.,  0., 40.,  0.]), 'action': {'chosen_action': 1, 'true_action': 7}, 'reward': {'reward': 0.0, 'raw_damage': 0}}, {'state': array([30.,  0., 40.,  0.]), 'action': {'chosen_action': 3, 'true_action': 9}, 'reward': {'reward': 0.0, 'raw_damage': 0}}, {'state': array([30.,  0., 40.,  0.]), 'action': {'chosen_action': 0, 'true_action': 6}, 'reward': {'reward': 0.14888503362331795, 'raw_damage': 30.0}}, {'state': array([30.,  0., 40.,  0.])}]",0,4.165792465209961,0.0,0.0
93,3,27,12.502814645795187,2.0488312244415283,True,"[{'state': array([140., 180.,   0.,  55.]), 'action': {'chosen_action': 2, 'true_action': 8}, 'reward': {'reward': 0.0, 'raw_damage': 0.0}}, {'state': array([140., 180.,   0.,  55.]), 'action': {'chosen_action': 0, 'true_action': 6}, 'reward': {'reward': 0.6043677771171634, 'raw_damage': 140}}, {'state': array([140., 180.,   0.,  55.]), 'action': {'chosen_action': 0, 'true_action': 6}, 'reward': {'reward': 0.6043677771171634, 'raw_damage': 140}}, {'state': array([40., 90., 60.,  0.]), 'action': {'chosen_action': 1, 'true_action': 7}, 'reward': {'reward': 0.4218990052500079, 'raw_damage': 90}}, {'state': array([40., 90., 60.,  0.]), 'action': {'chosen_action': 0, 'true_action': 6}, 'reward': {'reward': 0.197375320224904, 'raw_damage': 40.0}}, {'state': array([ 80,  90, 240,   0]), 'action': {'chosen_action': 0, 'true_action': 6}, 'reward': {'reward': 0.3799489622552249, 'raw_damage': 80}}, {'state': array([ 80,  90, 240,   0]), 'action': {'chosen_action': 2, 'true_action': 8}, 'reward': {'reward': 0.8336546070121552, 'raw_damage': 240}}, {'state': array([ 80,  90, 240,   0]), 'action': {'chosen_action': 2, 'true_action': 8}, 'reward': {'reward': 0.8336546070121552, 'raw_damage': 240}}, {'state': array([ 80,  90, 240,   0]), 'action': {'chosen_action': 0, 'true_action': 6}, 'reward': {'reward': 0.3799489622552249, 'raw_damage': 80}}, {'state': array([ 80,  90, 240,   0]), 'action': {'chosen_action': 2, 'true_action': 8}, 'reward': {'reward': 0.8336546070121552, 'raw_damage': 240}}, {'state': array([ 70,  90,   0, 110]), 'action': {'chosen_action': 1, 'true_action': 7}, 'reward': {'reward': 0.4218990052500079, 'raw_damage': 90}}, {'state': array([ 70,  90,   0, 110]), 'action': {'chosen_action': 2, 'true_action': 8}, 'reward': {'reward': 0.0, 'raw_damage': 0}}, {'state': array([190,  90, 120,  90]), 'action': {'chosen_action': 3, 'true_action': 9}, 'reward': {'reward': 0.4218990052500079, 'raw_damage': 90}}, {'state': array([190,  90, 120,  90]), 'action': {'chosen_action': 1, 'true_action': 7}, 'reward': {'reward': 0.4218990052500079, 'raw_damage': 90}}, {'state': array([ 47.5,  90. , 120. ,  90. ]), 'action': {'chosen_action': 3, 'true_action': 9}, 'reward': {'reward': 0.4218990052500079, 'raw_damage': 90}}, {'state': array([ 47.5,  90. , 120. ,  90. ]), 'action': {'chosen_action': 2, 'true_action': 8}, 'reward': {'reward': 0.5370495669980352, 'raw_damage': 120}}, {'state': array([ 47.5,  90. , 120. ,  90. ]), 'action': {'chosen_action': 3, 'true_action': 9}, 'reward': {'reward': 0.4218990052500079, 'raw_damage': 90}}, {'state': array([ 47.5,  90. , 120. ,  90. ]), 'action': {'chosen_action': 2, 'true_action': 8}, 'reward': {'reward': 0.5370495669980352, 'raw_damage': 120}}, {'state': array([ 47.5, 180. , 240. ,  45. ]), 'action': {'chosen_action': 0, 'true_action': 6}, 'reward': {'reward': 0.23313300904263856, 'raw_damage': 47.5}}, {'state': array([ 47.5, 180. , 240. ,  45. ]), 'action': {'chosen_action': 1, 'true_action': 7}, 'reward': {'reward': 0.7162978701990245, 'raw_damage': 180}}, {'state': array([ 47.5, 180. , 240. ,  45. ]), 'action': {'chosen_action': 1, 'true_action': 7}, 'reward': {'reward': 0.7162978701990245, 'raw_damage': 180}}, {'state': array([190,  90, 120,  90]), 'action': {'chosen_action': 3, 'true_action': 9}, 'reward': {'reward': 0.4218990052500079, 'raw_damage': 90}}, {'state': array([190,  90, 120,  90]), 'action': {'chosen_action': 1, 'true_action': 7}, 'reward': {'reward': 0.4218990052500079, 'raw_damage': 90}}, {'state': array([190,  90, 120,  90]), 'action': {'chosen_action': 1, 'true_action': 7}, 'reward': {'reward': 0.4218990052500079, 'raw_damage': 90}}, {'state': array([60.,  0., 90.,  0.]), 'action': {'chosen_action': 0, 'true_action': 6}, 'reward': {'reward': 0.2913126124515909, 'raw_damage': 60.0}}, {'state': array([60.,  0., 90.,  0.]), 'action': {'chosen_action': 0, 'true_action': 6}, 'reward': {'reward': 0.2913126124515909, 'raw_damage': 60.0}}, {'state': array([240.,  40., 180.,   0.]), 'action': {'chosen_action': 2, 'true_action': 8}, 'reward': {'reward': 0.7162978701990245, 'raw_damage': 180}}, {'state': array([240.,  40., 180.,   0.])}]",0,5.980713367462158,0.0,0.0
