total_steps,episode,episode_steps,episode_reward,episode_time,win,repeated,intrinsic_reward,loss,epsilon
28,1,28,1622.5,2.7011821269989014,False,0,0.0,,
62,2,34,1381.25,3.674168109893799,False,0,0.0,4.394949436187744,0.0
87,3,25,572.5,2.4420905113220215,False,0,0.0,3.037280559539795,0.0
121,4,34,1132.5,4.8362486362457275,False,0,0.0,5.8966498374938965,0.0
150,5,29,1600.0,7.294856548309326,True,0,0.0,5.69413423538208,0.0
202,6,52,1162.5,15.799450874328613,False,0,0.0,6.191056251525879,0.0
233,7,31,1815.0,7.465071678161621,True,0,0.0,6.347179412841797,0.0
327,8,94,1222.5,42.07551288604736,True,0,0.0,6.051794528961182,0.0
358,9,31,1107.5,8.323678731918335,False,0,0.0,5.7368268966674805,0.0
389,10,31,765.0,7.776724815368652,False,0,0.0,6.217686653137207,0.0
417,11,28,1085.0,6.989074945449829,False,0,0.0,5.863867282867432,0.0
476,12,59,787.5,20.922983169555664,False,0,0.0,7.016650199890137,0.0
515,13,39,1955.0,11.732169389724731,False,0,0.0,6.387303352355957,0.0
561,14,46,901.25,13.570409059524536,False,0,0.0,5.370789527893066,0.0
579,15,18,776.25,3.5602943897247314,False,0,0.0,5.847620010375977,0.0
642,16,63,1092.5,22.372649431228638,False,0,0.0,6.857622146606445,0.0
677,17,35,1832.5,9.90217137336731,False,0,0.0,6.139673233032227,0.0
707,18,30,815.0,7.2414655685424805,False,0,0.0,5.108303070068359,0.0
741,19,34,1385.0,8.771915912628174,False,0,0.0,6.336069107055664,0.0
776,20,35,1216.25,9.757664442062378,False,0,0.0,6.663007736206055,0.0
815,21,39,1557.5,10.672534942626953,False,0,0.0,6.075303077697754,0.0
847,22,32,1217.5,7.049535274505615,False,0,0.0,6.0687713623046875,0.0
916,23,69,927.5,27.04806900024414,True,0,0.0,6.449302673339844,0.0
950,24,34,765.0,9.018006324768066,False,0,0.0,6.513593673706055,0.0
983,25,33,600.0,8.619797706604004,False,0,0.0,5.922468662261963,0.0
1025,26,42,980.0,12.027044534683228,True,0,0.0,5.925788879394531,0.0
1068,27,43,1500.0,12.812233209609985,True,0,0.0,6.148573398590088,0.0
