total_steps,episode,episode_steps,episode_reward,episode_time,win,repeated,loss,epsilon,intrinsic_reward
36,1,36,5.56629024529356,3.664731979370117,False,0,6.435202121734619,0.0,0.0
79,2,43,10.14052771295541,4.681210517883301,False,0,5.567365646362305,0.0,0.0
102,3,23,8.996091802057492,1.6667897701263428,True,0,6.128758430480957,0.0,0.0
152,4,50,11.837689867660394,7.703017234802246,True,0,5.544740200042725,0.0,0.0
213,5,61,13.631661140325587,18.472694635391235,True,0,6.462815761566162,0.0,0.0
247,6,34,10.192822730629553,9.462459325790405,True,0,4.738240718841553,0.0,0.0
303,7,56,7.456978152407799,16.109809398651123,False,0,5.216518878936768,0.0,0.0
330,8,27,10.557655571628468,6.243783235549927,True,0,4.497790813446045,0.0,0.0
373,9,43,11.93761940717128,12.756397008895874,False,0,5.202362537384033,0.0,0.0
399,10,26,9.232280149179457,5.469516038894653,False,0,5.659616470336914,0.0,0.0
426,11,27,10.114059828749266,5.54274582862854,False,0,4.773466110229492,0.0,0.0
472,12,46,9.505515171774238,11.652470350265503,False,0,2.799622058868408,0.0,0.0
505,13,33,10.513113062020132,10.299878120422363,True,0,3.6499624252319336,0.0,0.0
555,14,50,8.682529768473746,13.334940671920776,True,0,4.943221092224121,0.0,0.0
587,15,32,10.162368040064816,6.828017473220825,False,0,4.606644630432129,0.0,0.0
606,16,19,6.193941986240218,3.9962053298950195,True,0,5.527194976806641,0.0,0.0
626,17,20,6.321172393716256,3.2334394454956055,False,0,5.9938225746154785,0.0,0.0
671,18,45,12.40805271080644,10.927602767944336,True,0,5.417787551879883,0.0,0.0
691,19,20,5.461061303615069,4.280811071395874,True,0,3.921536684036255,0.0,0.0
749,20,58,8.377521918185893,21.813364505767822,True,0,3.542943000793457,0.0,0.0
783,21,34,10.743646389772923,9.233967542648315,False,0,4.390695095062256,0.0,0.0
810,22,27,7.595767667591683,7.540555477142334,True,0,3.6087777614593506,0.0,0.0
842,23,32,8.369405379709342,7.232985496520996,False,0,4.020172119140625,0.0,0.0
870,24,28,5.136240059284039,6.37131142616272,False,0,4.345268249511719,0.0,0.0
914,25,44,8.239681770686468,10.866836786270142,False,0,3.460603713989258,0.0,0.0
957,26,43,10.772388056379318,10.580511331558228,False,0,4.686646461486816,0.0,0.0
988,27,31,8.271947501165085,3.327601194381714,False,0,4.461410999298096,0.0,0.0
1069,28,81,14.087955187777656,134.87797045707703,False,0,3.198207378387451,0.0,0.0
1097,29,28,6.180384135414125,6.2229859828948975,True,0,5.698545932769775,0.0,0.0
1128,30,31,9.318986672258285,8.93892526626587,True,0,3.770357131958008,0.0,0.0
1165,31,37,10.635168497543633,10.183666944503784,False,0,5.904352188110352,0.0,0.0
1214,32,49,7.4322669337259635,13.123968601226807,True,0,4.562877178192139,0.0,0.0
1241,33,27,5.64615663851947,6.130162239074707,False,0,3.677621841430664,0.0,0.0
1280,34,39,6.732749241549422,10.963157415390015,False,0,3.732469081878662,0.0,0.0
1308,35,28,9.323042492495539,5.595762252807617,False,0,4.347275733947754,0.0,0.0
1341,36,33,11.534686493164452,8.60259199142456,True,0,6.030948162078857,0.0,0.0
1374,37,33,9.749473540424841,8.43143367767334,False,0,4.262445449829102,0.0,0.0
1409,38,35,11.984594988231667,10.319363594055176,False,0,5.225632667541504,0.0,0.0
1439,39,30,11.763791277950268,5.898210525512695,True,0,4.149144172668457,0.0,0.0
1472,40,33,8.056716912896492,7.295666694641113,False,0,5.918839931488037,0.0,0.0
1510,41,38,8.056271914484325,9.808854341506958,True,0,3.2341582775115967,0.0,0.0
1550,42,40,10.57345424156508,8.798080205917358,True,0,2.9199304580688477,0.0,0.0
1582,43,32,10.648797840087273,8.44770073890686,False,0,3.9310922622680664,0.0,0.0
1611,44,29,7.314615254743718,6.586231708526611,False,0,5.079161643981934,0.0,0.0
1652,45,41,5.610766706657499,13.028239488601685,True,0,4.600485324859619,0.0,0.0
1691,46,39,9.84694158488897,11.205883264541626,False,0,4.676340103149414,0.0,0.0
1725,47,34,9.063919960659181,7.680296182632446,False,0,5.026293754577637,0.0,0.0
1752,48,27,5.8168827319232355,4.971461057662964,True,0,3.0924575328826904,0.0,0.0
1797,49,45,7.7610401793048585,11.528769254684448,True,0,4.213840484619141,0.0,0.0
1825,50,28,9.618836457555409,6.276411533355713,False,0,4.010345458984375,0.0,0.0
1889,51,64,9.361648173650629,21.79796028137207,True,0,4.423953056335449,0.0,0.0
1918,52,29,11.35335472909144,8.802673578262329,True,0,4.292879581451416,0.0,0.0
1961,53,43,7.755420924240505,11.154784679412842,False,0,5.500502586364746,0.0,0.0
1995,54,34,7.9522940204321095,8.482166767120361,True,0,4.35048246383667,0.0,0.0
2027,55,32,10.715902004148347,181.53543066978455,True,0,2.9038639068603516,0.0,0.0
2065,56,38,8.836224422184372,11.441222429275513,False,0,4.555662155151367,0.0,0.0
2100,57,35,11.550113547782484,9.979544878005981,True,0,3.7913098335266113,0.0,0.0
2133,58,33,11.529588386536192,8.618528366088867,False,0,4.940637588500977,0.0,0.0
2165,59,32,7.517109773961044,8.094295501708984,False,0,5.423684120178223,0.0,0.0
2208,60,43,14.082624881991006,10.732085704803467,False,0,4.229006290435791,0.0,0.0
2246,61,38,13.205569946848996,9.829139947891235,False,0,4.822047233581543,0.0,0.0
2278,62,32,13.220320531901505,7.408488988876343,True,0,3.3502631187438965,0.0,0.0
2311,63,33,8.817938914439322,9.233319997787476,False,0,4.966277122497559,0.0,0.0
2349,64,38,11.584531294913504,11.959120988845825,True,0,3.9490010738372803,0.0,0.0
2391,65,42,10.025173678704489,11.461349725723267,False,0,3.2381672859191895,0.0,0.0
2431,66,40,8.581833783245852,10.361051082611084,False,0,4.149791240692139,0.0,0.0
2463,67,32,9.808339410065914,7.8628740310668945,True,0,5.919929504394531,0.0,0.0
2494,68,31,7.314872213012312,6.366070985794067,True,0,4.974708080291748,0.0,0.0
2528,69,34,8.413893117894055,8.314915180206299,False,0,2.8705761432647705,0.0,0.0
2558,70,30,10.638183657920557,8.49246883392334,False,0,4.377130031585693,0.0,0.0
2585,71,27,10.995730935755992,7.2940685749053955,False,0,5.52440071105957,0.0,0.0
2611,72,26,7.004743559466319,6.5787646770477295,False,0,4.1650309562683105,0.0,0.0
2651,73,40,13.300894000982924,10.179989099502563,False,0,3.7561099529266357,0.0,0.0
2673,74,22,8.196542862367513,4.301210880279541,False,0,3.8705263137817383,0.0,0.0
2714,75,41,11.861418282159939,10.699274063110352,True,0,5.824970245361328,0.0,0.0
2739,76,25,9.607746791415044,6.708502531051636,True,0,6.196785926818848,0.0,0.0
2776,77,37,8.421169539730263,9.994155168533325,False,0,4.116105079650879,0.0,0.0
2805,78,29,9.214873555291561,6.146682977676392,False,0,2.954244375228882,0.0,0.0
2839,79,34,7.803165551459036,9.168596506118774,False,0,4.827970504760742,0.0,0.0
2868,80,29,9.958008750013258,7.588739395141602,False,0,4.242301940917969,0.0,0.0
2898,81,30,10.165871542670098,6.328699350357056,True,0,3.2736990451812744,0.0,0.0
2931,82,33,5.651179281036648,8.41232943534851,False,0,3.8244855403900146,0.0,0.0
2969,83,38,11.597029918773256,10.060372829437256,False,0,5.360607147216797,0.0,0.0
3034,84,65,22.332735187903516,169.7002718448639,True,0,2.5556235313415527,0.0,0.0
3061,85,27,6.690533735517422,5.990057945251465,False,0,3.6039657592773438,0.0,0.0
3098,86,37,10.191840125547483,12.876649379730225,True,0,4.477877616882324,0.0,0.0
3125,87,27,8.687695263631879,7.598357915878296,False,0,4.910449028015137,0.0,0.0
3176,88,51,15.64780549759239,16.357535362243652,True,0,5.072920322418213,0.0,0.0
3203,89,27,8.99018440556916,7.400197982788086,False,0,4.613075256347656,0.0,0.0
3219,90,16,5.7696459817165415,3.14682674407959,False,0,3.2991435527801514,0.0,0.0
3258,91,39,13.728843603363206,11.901912927627563,True,0,4.866821765899658,0.0,0.0
3297,92,39,9.42146676776093,11.826331853866577,False,0,4.734892845153809,0.0,0.0
3342,93,45,11.949076065903467,15.9232919216156,True,0,3.9900786876678467,0.0,0.0
3378,94,36,9.087223436144823,9.959917783737183,True,0,3.153327226638794,0.0,0.0
3405,95,27,9.953751406473899,6.510451316833496,True,0,4.934481620788574,0.0,0.0
3437,96,32,5.696757205167194,8.701313018798828,True,0,4.578112602233887,0.0,0.0
3494,97,57,8.60473946308236,19.62267780303955,True,0,6.41060209274292,0.0,0.0
3542,98,48,6.822363702463367,18.193338871002197,False,0,4.493557453155518,0.0,0.0
3565,99,23,5.950995630018433,7.101606607437134,False,0,3.122368812561035,0.0,0.0
3593,100,28,5.458264574161754,6.389615774154663,True,0,4.8524885177612305,0.0,0.0
3628,101,35,10.223047618691453,9.527275085449219,True,0,2.520582437515259,0.0,0.0
3671,102,43,8.312945920834201,12.56193232536316,True,0,4.540718078613281,0.0,0.0
3695,103,24,3.5965942959983392,4.885025262832642,False,0,5.841577529907227,0.0,0.0
3721,104,26,10.813152053898389,6.5784080028533936,True,0,4.884692668914795,0.0,0.0
3752,105,31,7.639421557632855,6.663618564605713,False,0,3.989593029022217,0.0,0.0
3787,106,35,11.442600434180012,12.678534030914307,True,0,3.0917775630950928,0.0,0.0
3818,107,31,12.890644128652017,9.346845149993896,True,0,5.75722599029541,0.0,0.0
3845,108,27,11.547827648580585,6.403231859207153,True,0,5.4621100425720215,0.0,0.0
3877,109,32,8.226265152756637,8.281723737716675,False,0,3.5434765815734863,0.0,0.0
3974,110,97,6.964814144680603,55.042319774627686,True,0,3.8927433490753174,0.0,0.0
4042,111,68,16.6090361909636,193.42619633674622,False,0,3.6883063316345215,0.0,0.0
4073,112,31,9.85641105075063,7.268639326095581,True,0,3.9368088245391846,0.0,0.0
4098,113,25,11.134062167967729,5.051499128341675,True,0,4.076894760131836,0.0,0.0
4141,114,43,11.632150897551659,15.53499984741211,False,0,5.537967205047607,0.0,0.0
4178,115,37,8.677831149711006,10.525005578994751,True,0,5.8267621994018555,0.0,0.0
4207,116,29,8.752910067190463,6.352252960205078,False,0,5.003872394561768,0.0,0.0
4244,117,37,10.258970079331952,9.358834266662598,False,0,4.429900169372559,0.0,0.0
4270,118,26,7.774565492430798,4.599339962005615,False,0,4.426374912261963,0.0,0.0
4296,119,26,4.597133157198689,4.863794565200806,False,0,4.619348526000977,0.0,0.0
4329,120,33,9.738136360922544,9.43255352973938,True,0,3.38415265083313,0.0,0.0
4386,121,57,9.053955859095247,23.274988412857056,True,0,4.133101940155029,0.0,0.0
4425,122,39,6.859353755939976,11.61058497428894,False,0,2.9570608139038086,0.0,0.0
4450,123,25,10.299637163144759,6.392151594161987,False,0,5.611700057983398,0.0,0.0
4483,124,33,7.772228181341232,8.496458768844604,False,0,4.3457207679748535,0.0,0.0
