total_steps,episode,episode_steps,episode_reward,episode_time,win,repeated,loss,epsilon,intrinsic_reward
61,1,61,3590.0,7.635715007781982,False,0,5.8558549880981445,0.0,0.0
93,2,32,1847.5,3.056731700897217,True,0,6.555703163146973,0.0,0.0
128,3,35,960.0,3.192967653274536,False,0,4.885295867919922,0.0,0.0
160,4,32,605.0,3.2146053314208984,False,0,4.637751579284668,0.0,0.0
187,5,27,2620.0,2.401052236557007,True,0,5.844793319702148,0.0,0.0
206,6,19,1850.0,1.3879942893981934,True,0,5.4670257568359375,0.0,0.0
267,7,61,1560.0,8.01384449005127,True,0,6.0778889656066895,0.0,0.0
329,8,62,2072.5,8.861297369003296,False,0,7.0307512283325195,0.0,0.0
367,9,38,997.5,4.40078330039978,False,0,5.547600269317627,0.0,0.0
407,10,40,2130.0,4.406902313232422,False,0,4.477661609649658,0.0,0.0
468,11,61,1620.0,8.16795301437378,False,0,6.721752166748047,0.0,0.0
494,12,26,1610.0,2.3944334983825684,False,0,4.358221054077148,0.0,0.0
542,13,48,2955.0,5.794363021850586,True,0,6.699942111968994,0.0,0.0
593,14,51,2192.5,6.119267702102661,False,0,4.729167461395264,0.0,0.0
689,15,96,7985.0,17.229652404785156,False,0,4.971339225769043,0.0,0.0
724,16,35,3140.0,3.3212380409240723,False,0,5.972523212432861,0.0,0.0
768,17,44,2255.0,4.741767644882202,True,0,3.5942025184631348,0.0,0.0
799,18,31,1370.0,2.9486207962036133,False,0,5.070332050323486,0.0,0.0
881,19,82,330.0,14.47135591506958,True,0,6.827888488769531,0.0,0.0
911,20,30,1620.0,2.902468681335449,False,0,6.960846424102783,0.0,0.0
963,21,52,2500.0,6.1860716342926025,False,0,5.955603122711182,0.0,0.0
987,22,24,1480.0,2.2444169521331787,False,0,6.391897678375244,0.0,0.0
1022,23,35,2090.0,3.384860038757324,True,0,6.7976789474487305,0.0,0.0
1055,24,33,1335.0,3.2099556922912598,False,0,5.907017707824707,0.0,0.0
1109,25,54,3480.0,6.742811918258667,False,0,3.134153366088867,0.0,0.0
1137,26,28,2365.0,2.4738893508911133,True,0,3.3567159175872803,0.0,0.0
1178,27,41,3060.0,4.4377055168151855,True,0,3.126169204711914,0.0,0.0
