total_steps,episode,episode_steps,episode_reward,episode_time,win,repeated,intrinsic_reward,loss,epsilon
30,1,30,-2665.0,10.972186803817749,True,0,0.0,,
62,2,32,-2095.0,11.820658922195435,True,0,0.0,5.408198833465576,0.0
104,3,42,-980.0,19.19712519645691,True,0,0.0,5.973512649536133,0.0
127,4,23,-1152.5,8.703760862350464,True,0,0.0,3.5006511211395264,0.0
166,5,39,-2635.0,16.58499002456665,True,0,0.0,4.8089776039123535,0.0
194,6,28,-1430.0,10.080528259277344,False,0,0.0,6.156944751739502,0.0
285,7,91,-1595.0,65.53372025489807,False,0,0.0,5.209597110748291,0.0
349,8,64,-1625.0,35.46099042892456,False,0,0.0,6.118582248687744,0.0
430,9,81,-1665.0,50.28975987434387,True,0,0.0,6.037690162658691,0.0
458,10,28,-2585.0,20.324538946151733,True,0,0.0,6.453166484832764,0.0
509,11,51,-7045.0,70.49824738502502,False,0,0.0,5.363922119140625,0.0
550,12,41,-2240.0,46.40700173377991,False,0,0.0,6.423157691955566,0.0
584,13,34,-1425.0,13.975405216217041,False,0,0.0,5.7203803062438965,0.0
623,14,39,-3195.0,18.182251453399658,False,0,0.0,6.170550346374512,0.0
651,15,28,-1762.5,10.777711868286133,False,0,0.0,6.266054630279541,0.0
685,16,34,-4140.0,12.595582008361816,False,0,0.0,6.379827976226807,0.0
754,17,69,-1225.0,40.55415487289429,True,0,0.0,5.99532413482666,0.0
790,18,36,-1980.0,14.566854238510132,False,0,0.0,6.406633377075195,0.0
829,19,39,-2910.0,15.281863689422607,False,0,0.0,6.0100507736206055,0.0
868,20,39,-1770.0,16.915905475616455,False,0,0.0,6.214071750640869,0.0
889,21,21,-450.0,7.912162780761719,False,0,0.0,6.084599494934082,0.0
939,22,50,-1987.5,24.83044958114624,True,0,0.0,6.725061893463135,0.0
983,23,44,-1575.0,18.45928406715393,False,0,0.0,6.384916305541992,0.0
1042,24,59,-2342.5,308.04211688041687,True,0,0.0,5.693593978881836,0.0
1071,25,29,-2160.0,10.931395053863525,False,0,0.0,5.212052822113037,0.0
1133,26,62,-2315.0,33.20431613922119,False,0,0.0,5.5763840675354,0.0
1174,27,41,-1490.0,18.265153646469116,False,0,0.0,5.864147663116455,0.0
1207,28,33,-1960.0,13.541486263275146,False,0,0.0,6.0368523597717285,0.0
1303,29,96,-910.0,66.96011567115784,True,0,0.0,5.473268985748291,0.0
1344,30,41,-2500.0,16.902822732925415,True,0,0.0,5.49020528793335,0.0
1371,31,27,-1460.0,9.937431335449219,False,0,0.0,5.408605098724365,0.0
1405,32,34,-2350.0,13.64316463470459,False,0,0.0,5.8264570236206055,0.0
1436,33,31,-2320.0,12.139135360717773,False,0,0.0,5.522732257843018,0.0
1478,34,42,-3015.0,25.414337158203125,False,0,0.0,5.942793846130371,0.0
1509,35,31,-2252.5,12.97972846031189,False,0,0.0,5.684044361114502,0.0
1538,36,29,-2197.5,11.822856664657593,False,0,0.0,5.436424255371094,0.0
1574,37,36,-1360.0,15.899800062179565,False,0,0.0,5.8556108474731445,0.0
1589,38,15,-340.0,6.407152414321899,False,0,0.0,5.64620304107666,0.0
1632,39,43,-1970.0,21.225569248199463,False,0,0.0,5.457098960876465,0.0
1665,40,33,-1605.0,15.531047821044922,False,0,0.0,6.032416820526123,0.0
1687,41,22,-1097.5,9.249179363250732,False,0,0.0,5.588993549346924,0.0
1709,42,22,-1747.5,7.928964614868164,False,0,0.0,5.721349716186523,0.0
1764,43,55,-1730.0,31.228062629699707,False,0,0.0,5.7052226066589355,0.0
1788,44,24,-1508.75,9.089276790618896,False,0,0.0,5.710553169250488,0.0
1821,45,33,-2567.5,12.9627525806427,True,0,0.0,5.723711013793945,0.0
1884,46,63,-1355.0,37.097131967544556,True,0,0.0,5.840123176574707,0.0
1909,47,25,-505.0,9.57715654373169,False,0,0.0,5.6795806884765625,0.0
1959,48,50,-1730.0,23.71429753303528,True,0,0.0,5.502364158630371,0.0
1989,49,30,-2435.0,11.276703357696533,True,0,0.0,5.33827018737793,0.0
2048,50,59,-1657.5,230.13588190078735,True,0,0.0,4.3699750900268555,0.0
2065,51,17,-455.0,5.55181360244751,False,0,0.0,4.0575432777404785,0.0
2110,52,45,-1582.5,19.63900065422058,False,0,0.0,3.855318546295166,0.0
