total_steps,episode,episode_steps,episode_reward,episode_time,win,timestamp,repeated,loss,epsilon,intrinsic_reward
42,1,42,1.3590092498714643,7.230749845504761,True,2025-10-25 18:45:14,0,3.7422754764556885,0.99959041,0.0
63,2,21,-1.6930264121763645,4.506520986557007,False,2025-10-25 18:45:19,0,3.672938823699951,0.99938062,0.0
87,3,24,-1.4143076923076925,4.648868799209595,False,2025-10-25 18:45:25,0,3.797084093093872,0.99914086,0.0
123,4,36,-1.3394200834544805,6.476892709732056,False,2025-10-25 18:45:33,0,3.776806354522705,0.99878122,0.0
170,5,47,-1.1409299269615494,9.032755613327026,False,2025-10-25 18:45:45,0,3.7956275939941406,0.99831169,0.0
200,6,30,-1.1414085541927554,4.439302682876587,False,2025-10-25 18:45:50,0,3.7426652908325195,0.99801199,0.0
242,7,42,-1.1265956824243601,7.72022271156311,False,2025-10-25 18:45:58,0,3.7641024589538574,0.99759241,0.0
261,8,19,-1.8505479452054794,2.8832249641418457,False,2025-10-25 18:46:02,0,3.7469308376312256,0.9974026,0.0
314,9,53,-1.1018071216617211,11.069117307662964,False,2025-10-25 18:46:14,0,3.7589030265808105,0.99687313,0.0
339,10,25,-1.3859263803680983,3.501781463623047,False,2025-10-25 18:46:18,0,3.625490665435791,0.99662338,0.0
369,11,30,-1.6937810379017693,4.446457147598267,False,2025-10-25 18:46:23,0,3.7831363677978516,0.99632368,0.0
400,12,31,-1.6478930120858675,5.272648811340332,False,2025-10-25 18:46:30,0,3.6989400386810303,0.99601399,0.0
421,13,21,-1.527168378267222,3.3175811767578125,False,2025-10-25 18:46:34,0,3.711087942123413,0.9958042,0.0
434,14,13,-1.843,1.698112964630127,False,2025-10-25 18:46:37,0,3.6208810806274414,0.99567433,0.0
458,15,24,-1.493355871886121,3.7083139419555664,False,2025-10-25 18:46:41,0,3.6412439346313477,0.99543457,0.0
488,16,30,-1.5791890387386465,5.746316909790039,False,2025-10-25 18:46:48,0,3.795508861541748,0.99513487,0.0
520,17,32,-1.0972109888301718,5.523547887802124,False,2025-10-25 18:46:54,0,3.6741526126861572,0.99481519,0.0
551,18,31,-1.3264648016171108,4.896960258483887,False,2025-10-25 18:47:00,0,3.719249963760376,0.9945055,0.0
599,19,48,-0.8791778954722915,9.646254539489746,False,2025-10-25 18:47:11,0,3.7171316146850586,0.99402598,0.0
628,20,29,-1.5657161821376202,4.322971820831299,False,2025-10-25 18:47:16,0,3.5721800327301025,0.99373627,0.0
647,21,19,-1.6372407116692833,2.516507148742676,False,2025-10-25 18:47:19,0,3.7128560543060303,0.99354646,0.0
711,22,64,-1.122111855291673,15.406238794326782,False,2025-10-25 18:47:36,0,3.6900296211242676,0.9929071,0.0
742,23,31,-1.4287203343828032,4.759754419326782,False,2025-10-25 18:47:41,0,3.704071521759033,0.99259741,0.0
783,24,41,-1.3123871693843272,6.849922180175781,False,2025-10-25 18:47:49,0,3.7537472248077393,0.99218782,0.0
815,25,32,-1.59,4.904291391372681,False,2025-10-25 18:47:54,0,3.736074447631836,0.99186814,0.0
849,26,34,-1.2478956933582475,4.821194887161255,False,2025-10-25 18:48:00,0,3.653362274169922,0.99152848,0.0
877,27,28,-1.1583424998515295,4.267805099487305,False,2025-10-25 18:48:05,0,3.582716941833496,0.99124876,0.0
927,28,50,-1.4633799830364718,13.274961471557617,False,2025-10-25 18:48:19,0,3.736107349395752,0.99074926,0.0
959,29,32,-1.1745248525342213,6.776038408279419,False,2025-10-25 18:48:27,0,3.731764078140259,0.99042958,0.0
998,30,39,-0.9154529731835541,8.181365728378296,False,2025-10-25 18:48:37,0,3.686340093612671,0.99003997,0.0
1035,31,37,-1.6104507249304305,71.8053834438324,False,2025-10-25 18:49:50,0,3.8189210891723633,0.98967034,0.0
1080,32,45,1.3605064498801658,8.382664442062378,True,2025-10-25 18:49:59,0,3.6647934913635254,0.98922079,0.0
1127,33,47,-1.0224634686101266,9.672306776046753,False,2025-10-25 18:50:10,0,3.7837610244750977,0.98875126,0.0
1164,34,37,-1.1587092633068958,7.243343353271484,False,2025-10-25 18:50:18,0,3.7947804927825928,0.98838163,0.0
1197,35,33,-1.2635562880324545,7.032625913619995,False,2025-10-25 18:50:26,0,3.7597885131835938,0.98805196,0.0
1227,36,30,-1.5383333333333336,4.823031187057495,False,2025-10-25 18:50:32,0,3.806690216064453,0.98775226,0.0
1251,37,24,-1.5298060654864498,3.897282123565674,False,2025-10-25 18:50:37,0,3.8217544555664062,0.9875125,0.0
1274,38,23,-1.4134199083732155,4.058233261108398,False,2025-10-25 18:50:42,0,3.8085665702819824,0.98728273,0.0
